"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"684",NA,19912,"Kivaywa Primary School",0.5598,34.7976,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Monthly report for January, February, March, April and May 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"685",NA,8004,"Ganjoni Estate",-4.0634,39.6663,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"688",NA,1795,"Shambani Primary School",0.4003,37.5698,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1993). <i>Monthly report April 1993.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"690",NA,19269,"Madawani Primary School",-3.3938,39.7484,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Monthly reports for July, August and September 1990.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"691",NA,4767,"Keera Primary  School",-0.8705,34.8109,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"693",NA,18909,"Nyabeda Primary School",0.1334,34.4076,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1991). <i>Monthly report for the month of September 1991.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"696",NA,6126,"Cluster 9",-0.1568,34.3548,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"697",NA,19430,"Ribate Primary School",-0.8609,34.9385,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data","Karanja, P.N. (2007). <i>Malariometric Survey, May/June 2007. Kisii Central district, Division of Vector Borne Diseases.</i> KSI/DVBD/A4AL07. Kisii. Division of Vector Borne Diseases, Ministry of Health. 1-6","",""
"698",NA,8696,"Kasae Cherwa/Kaguro 'A'",-0.3192,35.0254,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"699",NA,12402,"Nguka Primary School",-0.6618,37.339,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data","Kahara, J., . (2008) personal communication.","",""
"704",NA,8315,"Emenwa Primary School",-0.8304,34.8123,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2007). <i>Annual Report for 2007.</i> . Nairobi, Kenya. . Division of Vector-Borne Diseases, Ministry of Health.. ","",""
"707",NA,13610,"Waondo Wasaki",-0.4836,34.3549,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"710",NA,20880,"Walea Primary School",-3.8232,39.6333,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for March/April 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"714",NA,13655,"Kanyapir",-0.4235,34.5734,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"716",NA,15619,"Chemursoi Primary School",-0.0267,34.9657,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1995). <i>Monthly report for the month of September 1995.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"718",NA,428,"Kinna Primary School",0.3212,38.2107,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2006). <i>Annual Report for 2006.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"719",NA,3845,"Fighinyi Primary School",-3.3779,38.3849,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1996). <i>Field activities report for the financial year 95/96.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"723",NA,22492,"Industrial",0.2838,34.7446,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"724",NA,2634,"Salabani Primary School",0.5525,36.0464,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1988). <i>Annual report 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"725",NA,19140,"Al-Fatah Primary School",-0.4814,39.6654,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"727",NA,615,"Kalando Miriu 'A' ",-0.2112,34.8701,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"729",NA,5109,"Kasiela Primary School",0.4292,36.2133,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for the month of July 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"732",NA,2210,"Gathanji",-0.8203,37.1646,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"736",NA,13612,"Kanyarwanda",-0.4843,34.6115,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"738",NA,7652,"Marienga Primary School",-0.9466,34.5581,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"739",NA,19527,"Kafuloni Primary School",-3.3496,39.6864,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Monthly reports for July, August and September 1990.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"740",NA,21065,"Puma",-4.15,39.25,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Monthly report for March 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"743",NA,5801,"Ngiburin/Lotorob",2.6257,35.5339,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"744",NA,485,"Cheberen Primary School",0.5573,35.4845,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1993). <i>Annual report for 1992.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"745",NA,2568,"Shitaho Primary School",0.2714,34.7687,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"746",NA,19301,"Kiptenden Nursery School",-0.0215,35.3836,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1996). <i>Malaria survey report.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-1","",""
"748",NA,4196,"Olasi",-1.0641,34.2186,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Annual Report for 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"752",NA,18290,"Otati",-0.7833,34.1666,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Annual Report for 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"753",NA,12004,"Cluster 3",0.0799,34.445,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"756",NA,9829,"Ang'orom Primary School",0.4914,34.1357,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1991). <i>Annual Report for 1991.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. ","",""
"758",NA,7192,"Sabuli Primary School",0.353,40.108,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"759",NA,1078,"Cluster 13",-0.0024,34.2887,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"760",NA,12108,"Kibokoni Primary School",-3.1708,40.1184,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for December 1984 and January 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"761",NA,253,"Shikarako",-3.8069,39.2755,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"763",NA,3201,"Got Kachola",-0.9662,34.144,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"764",NA,2709,"Mwagoni",-4.0801,39.184,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1992). <i>Monthly Report for October 1992.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"765",NA,10250,"Mailwa Primary School",-2.3247,36.9636,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"766",NA,8345,"Mbita West",-0.43,34.2,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data","Minakawa, N., . (2009) personal communication.","",""
"768",NA,13475,"Kadzandani",-3.5342,39.7243,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"770",NA,7658,"Lochor Ekuyen Primary School",2.8697,35.1777,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"771",NA,3970,"Chebukaka Primary School",0.7577,34.6018,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"775",NA,13684,"Waware",-0.4024,34.1925,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"776",NA,18014,"Majengo/Bella",3.9476,41.6506,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"781",NA,5656,"Hara Primary School",-1.8487,40.2249,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"783",NA,13541,"Kyanganga",-2.0203,38.3023,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"784",NA,9162,"Gesabakwa Primary School",-0.5871,34.7639,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data","Karanja, P.N. (2007). <i>Malariometric Survey, May/June 2007. Kisii Central district, Division of Vector Borne Diseases.</i> KSI/DVBD/A4AL07. Kisii. Division of Vector Borne Diseases, Ministry of Health. 1-6","",""
"785",NA,16541,"Onyinyore School",-0.0201,34.4873,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Monthly report for September 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"787",NA,5985,"Uungoe",-0.8128,34.2458,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Annual Report for 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"791",NA,11233,"Sabor Primary School",0.4114,35.8596,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1993). <i>Annual report for 1992.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"793",NA,19572,"Naorr Enkarre Primary School",-2.542,37.2377,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"794",NA,13673,"Ligega",0.2132,34.2658,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"796",NA,12195,"Loire Primary School",0.1554,37.671,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1999). <i>Malariometric survey report.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"797",NA,10073,"Hirimani Primary School",-1.1547,39.8349,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Annual Report for 1985.</i> . Nairobi, Kenya. Division of Vector-Borne Diseases, Ministry of Health.. ","",""
"799",NA,15737,"Kapkobis Primary School",0.2333,35.0833,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1991). <i>Monthly report for the month of July 1991.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"800",NA,5954,"Uhongo Primary School",0.06,34.2854,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for January 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"801",NA,2279,"Kimase Primary School",-0.6928,35.1054,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2001). <i>Malariometric survey.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"802",NA,6024,"Mapera Primary School",0.7425,35.0864,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1995). <i>Annual Report.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-6","",""
"807",NA,16713,"Mata",-3.48,37.73,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Monthly report for November 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"809",NA,9520,"All Saints Kebulonik School",0.3655,35.0401,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly Report for July 1997.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"811",NA,2189,"Kenuchi",-0.9592,34.6784,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"814",NA,19646,"Marigat Primary School",0.4774,35.9819,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1988). <i>Annual report 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"815",NA,4527,"Bishop Mugendi Primary School",-0.7484,34.7749,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"817",NA,9362,"Makhonge Primary School",0.77,34.5769,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2006). <i>Annual Report for 2006.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"820",NA,4793,"Kaurone Primary School",-0.1101,37.7956,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"821",NA,17342,"Patel",0.011,35.9888,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"823",NA,19671,"Thawabu Primary School",-1.2759,36.9149,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"824",NA,6495,"Kudho School",0.0085,34.4427,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Monthly report for September 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"827",NA,18468,"Mtito Andei Primary School",-2.6911,38.1693,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1992). <i>Annual Report for 1991.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-6","",""
"830",NA,19006,"Manga Primary School",-0.4892,34.6174,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Annual Report for 2005.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"832",NA,20340,"St. Marys",-0.7172,37.1302,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"837",NA,15851,"Uranga Division",0.0876,34.1367,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1996). <i>Annual report for the year 1995.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"839",NA,12585,"Biyamadhow Primary School",0.6179,40.4112,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"840",NA,13666,"Kakelo Dudi",-0.4975,34.802,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"841",NA,9569,"Dilmanyale Primary School",0.8452,39.5711,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"845",NA,5663,"Dandu",3.424,39.8798,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"848",NA,16599,"Kabiboni Primary School",-2.982,40.0202,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Unknown",NA,"false","true","No permission to release data","Veenemans, J., Andang'o, P.E., Mbugi, E.V., Kraaijenhagen, R.J., Mwaniki, D.L., Mockenhaupt, F.P., Roewer, S., Olomi, R.M., Shao, J.F., van der Meer, J.W., Savelkoul, H.F. and Verhoef, H. (2008).  <b>Alpha+ -thalassemia protects against anemia associated with asymptomatic malaria: evidence from community-based surveys in Tanzania and Kenya.</b> <i>The Journal of Infectious Diseases</i>, <b>198</b>(3):401-8","Veenemans, J., Andang'o, P.E., Mockenhaupt, F.P. and Verhoef, H., . (2009) personal communication.",""
"851",NA,7549,"Marti Primary School",1.4755,36.7189,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"852",NA,13626,"Rioma",-0.5334,34.7924,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1999). <i>Personal communication with Merlin, 1999. .</i>  .  .  . 1- ","",""
"853",NA,5640,"Karaba Primary School",-0.7684,37.363,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1996). <i>Malariometric Report covering 1987-1996.</i> . Nairobi, Kenya. Division of Vector-Borne Diseases, Ministry of Health.. ","",""
